,brand,store,sido,gungu,address,phone
899,cheogajip,전민점,대전,유성구,대전 유성구 전민로38번길 33,042-861-9005
900,cheogajip,도마점,대전,서구,대전 서구 도솔로 137,042-528-9238
901,cheogajip,월평3점,대전,서구,대전 서구 월평중로 50,042-383-7000
902,cheogajip,성남점,대전,동구,대전 동구 성남로 28,042-673-9044
903,cheogajip,둔산1점,대전,서구,대전 서구 둔산북로 175,042-482-7979
904,cheogajip,중리점,대전,대덕구,대전 대덕구 중리남로 48,042-622-9266
905,cheogajip,송촌2점,대전,대덕구,대전 대덕구 동춘당로54번길 40-6,042-622-9233
906,cheogajip,갈마점,대전,서구,대전 서구 갈마중로7번길 29,042-525-5163
907,cheogajip,신인점,대전,동구,대전 동구 계족로 87,042-283-4338
908,cheogajip,신탄1점,대전,대덕구,대전 대덕구 덕암로 222,042-933-1212
909,cheogajip,용운점,대전,동구,대전 동구 용운로147번길 123,042-284-8266
910,cheogajip,보문점,대전,중구,대전 중구 충무로 73,042-254-9942
911,cheogajip,관저1점,대전,서구,대전 서구 도안남로 148,042-545-3392
912,cheogajip,한밭점,대전,중구,대전 중구 보문산로 31,042-585-1188
913,cheogajip,태평점,대전,중구,대전 중구 수침로55번길 7,042-525-6720
914,cheogajip,용두점,대전광역시,중구,대전광역시 중구 중앙로 13번길 63,042-256-9595
915,cheogajip,목동점,대전광역시,중구,대전광역시 중구 목중로19번길 7,042-222-2092
916,cheogajip,송촌1점,대전광역시,대덕구,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
917,cheogajip,노은1점,대전광역시,유성구,대전광역시 유성구 은구비로 18,042-476-9223
918,cheogajip,장대점,대전,유성구,대전 유성구 문화원로 13,042-822-8892
919,cheogajip,월평1점,대전광역시,서구,대전광역시 서구 월평새뜸로8번길 50,042-485-0145
920,cheogajip,괴정점,대전광역시,서구,대전광역시 서구 도산로369번길 91,042-536-0124
921,cheogajip,산호점,대전광역시광역시,서구,대전광역시광역시 서구 계룡로571번길 65 상가 103호,042-488-2285
922,cheogajip,둔산삼천점,대전광역시광역시,서구,대전광역시광역시 서구 둔산북로 215,042-482-1363
923,cheogajip,하남점,광주광역시,광산구,광주광역시 광산구 월곡반월로 28(월곡동 1동),062-951-5912
924,cheogajip,주월점,광주,남구,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
925,cheogajip,운암동림점,광주,북구,광주 북구 운암1동 930-8,062-531-4898
926,cheogajip,양산첨단2점,광주광역시,북구,광주광역시 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
927,cheogajip,송하풍암점,광주,남구,광주 남구 송하동 258-7,062-676-9252
928,cheogajip,송정점,광주광역시,광산구,"광주광역시 광산구 송도로 319, 1층(송정동)",062-941-9979
929,cheogajip,문흥1점,광주,북구,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
930,cheogajip,두암타운점,광주,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
931,cheogajip,모동점,경북,상주시,경북 상주시 모동면 용호1길 25,054-536-9282
932,cheogajip,영주1호점,경북,영주시,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
933,cheogajip,안계점,경북,의성군,경북 의성군 안계면 안계길 118,054-862-6999
934,cheogajip,신안점,경북,안동시,경북 안동시 안막동 69-9,054-852-4273
935,cheogajip,의성역점,경북,의성군,경북 의성군 의성읍 문소3길 89,054-832-6225
936,cheogajip,성동점,경북,상주시,경북 상주시 성동 193 - 3 번지,054-536-1442
937,cheogajip,낙양점,경북,상주시,경북 상주시 낙양동 199-1,054-535-0599
938,cheogajip,휴천점,경북,영주시,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
939,cheogajip,진보점,경북,청송군,경북 청송군 진보면 진안79-2,054-653-8893
940,cheogajip,점촌점,경북,문경시,경북 문경시 모전동 52-9,054-552-5882
941,cheogajip,예천점,경북,예천군,경북 예천군 예천읍 효자로 65,054-653-8892
942,cheogajip,법원점,경상북도,포항시,경상북도 포항시 북구 법원로 154 (양덕동),054-252-9946
943,cheogajip,평해점,경북,울진군,경북 울진군 평해읍 평해리 58 2층,054-787-8483
944,cheogajip,황성점,경북,경주시,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,054-773-5408
945,cheogajip,시래점,경북,경주시,경북 경주시 구매3길 28(시래동),054-771-7980
946,cheogajip,안강점,경북,경주시,경북 경주시 안강읍 양월5리1199-14,054-761-0087
947,cheogajip,보문점,경북,경주시,경북 경주시 신평동 150-9,054-748-7484
948,cheogajip,황오점,경북,경주시,경북 경주시 황오동 원효로 174,054-745-7501
949,cheogajip,영덕점,경북,영덕군,경북 영덕군 영덕읍 남석1리  148,054-732-1313
950,cheogajip,영천점,경북,영천시,경북 영천시 야사동 283-38,054-334-9709
951,cheogajip,오천점,경북,포항시,경북 포항시 남구오천읍용덕리322-15,054-292-1128
952,cheogajip,연일점,경상북도,포항시,경상북도 포항시 남구 연일읍 철강로25번길 52,054-278-9907
953,cheogajip,동해점,경북,포항시,경북 포항시 남구동해면 약전1리291-1,054-284-4957
954,cheogajip,효자점,경북,포항시,경북 포항시 남구 효자동 308-16,054-282-3324
955,cheogajip,흥해점,경북,포항시,경북 포항시 북구 흥해읍 흥해로 21,054-261-7786
956,cheogajip,환호점,경북,포항시,경북 포항시 북구환호동512-7,054-252-6588
957,cheogajip,기계점,경북,포항시,경북 포항시 북구 기계면 현내리 404-5,054-246-0088
958,cheogajip,감포점,경북,경주시,경북 경주시 감포읍 감포리 50-2,054-777-3457
959,cheogajip,달전점,경북,포항시,경북 포항시 북구 흥해읍 달전로 365,054-261-7892
960,cheogajip,북면점,경북,울진군,경북 울진군 북면 덕구온천로 28,054-783-0747
961,cheogajip,충효점,경북,경주시,경북 경주시 충효녹지길 128-9(충효동),054-742-8285
962,cheogajip,아화점,경북,경주시,경북 경주시 서면 내서로 406,054-751-0331
963,cheogajip,신암점,대구광역시,동구,대구광역시 동구 신암4동612-53,053-958-3999
964,cheogajip,성주점,경북,성주군,경북 성주군 성주읍 성산리 2098-2번지,054-931-9292
965,cheogajip,선남점,경북,성주군,경북 성주군 선남면 관화리670-3,054-931-1116
966,cheogajip,진량점,경북,경산시,경북 경산시 진량읍 신상리 205-1,053-851-9959
967,cheogajip,두산들안점,대구광역시,수성구,대구광역시 수성구 들안로20길 41,053-763-1002
968,cheogajip,효신점,대구광역시,동구신천4동436-7,대구광역시 동구신천4동436-7,053-756-6114
969,cheogajip,범어점,대구광역시,수성구,대구광역시 수성구 범어4동114-1,053-745-5598
970,cheogajip,진천사랑점,대구광역시,달서구,대구광역시 달서구 월배로 32-1 진천우체국,053-643-0006
971,cheogajip,화원점,대구광역시,달성군,대구광역시 달성군 화원읍 화원로 1길 12,053-636-9995
972,cheogajip,상인점,대구광역시,달서구,대구광역시 달서구 상인동 1474-1 보성산호상가 102호,053-636-4333
973,cheogajip,대명1호점,대구광역시,남구,"대구광역시 남구 안골길 15,1층",053-622-9888
974,cheogajip,논공점,대구광역시,달성군,대구광역시 달성군 논공읍 북리 803-142,053-615-0697
975,cheogajip,현풍점,대구광역시,달성군,대구광역시 달성군 현풍면 중리295-1,053-611-9233
976,cheogajip,매곡점,대구광역시,달성군,대구광역시 달성군 다사읍 매곡리 1549-1,053-586-9983
977,cheogajip,감삼점,대구광역시,달서구,대구광역시 달서구 감삼동205-12,053-566-0292
978,cheogajip,중평점,대구광역시,서구,대구광역시 서구 국채보상로34길12.129-119,053-559-9989
979,cheogajip,신천점,대구광역시,동구,대구광역시 동구 신천동633 동신우방상가108-108,053-422-9277
980,cheogajip,방촌점,대구광역시,동구,대구광역시 동구 방촌동902-7 현대상가,053-984-3185
981,cheogajip,시지1호점,대구광역시,수성구,대구광역시 수성구 노변공원로1길 6-5(시지동),053-793-9960
982,cheogajip,두류내당점,대구광역시,달서구,"대구광역시 달서구 야외음악당로 163, 1충(두류동)",053-654-2064
983,cheogajip,대명계대점,대구광역시,남구,대구광역시 남구 대명3동2262-47번지,053-652-9982
984,cheogajip,명곡점,대구광역시,달성군,대구광역시 달성군 화원읍 상암로71201호2층,053-644-9902
985,cheogajip,죽곡점,대구광역시,달성군,대구광역시 달성군 다사읍 대실역남로 4길 30-26,053-586-8870
986,cheogajip,동명점,경북,칠곡군,경북 칠곡군 동명면 금암중앙길 42,054-976-7981
987,cheogajip,삼청공단점,경북,칠곡군,경북 칠곡군 왜관읍 삼청리410-32,054-973-4489
988,cheogajip,왜관점,경북,칠곡군,경북 칠곡군 왜관읍왜관리774,054-971-4110
989,cheogajip,석적중리점,경북,칠곡군,경북 칠곡군 석적읍 중리201-10,054-971-3825
990,cheogajip,용산점,대구광역시,달서구,"대구광역시 달서구 와룡로49길 103,1층",053-563-9997
991,cheogajip,서재점,대구광역시,달성군,대구광역시 달성군 다사읍 서재리 서재로 108,053-585-8145
992,cheogajip,성서1호점,대구광역시,달서구,대구광역시 달서구 이곡동 752-19,053-581-1256
993,cheogajip,고아점,경북,구미시,경북 구미시 고아읍 오로리 460-1에덴상가 203호,054-481-3006
994,cheogajip,옥계점,경북,구미시,경북 구미시 구포동671-2,054-475-9950
995,cheogajip,산동점,경북,구미시,경북 구미시 산동면 강동로 1028-6,054-475-8299
996,cheogajip,진평점,경북,구미시,경북 구미시 진평동458,054-471-1741
997,cheogajip,구미1호점,경북,구미시,경북 구미시 신평1동150-17,054-463-4545
998,cheogajip,상모점,경북,구미시,경북 구미시 상사서로 92(상모동.마동1층),054-462-9982
999,cheogajip,원평점,경북,구미시,경북 구미시 남통동14-44,054-458-6117
1000,cheogajip,도량점,경북,구미시,경북 구미시 도량동245-2,054-442-1414
1001,cheogajip,원호점,경북,구미시,경북 구미시 고아읍 원호리 449번지,054-441-1033
1002,cheogajip,대곡점,경북,김천시,경북 김천시 부곡동 990-1,054-437-8292
1003,cheogajip,직지점,경북,김천시,경북 김천시 대항면복전리548-32,054-436-8998
1004,cheogajip,신음점,경북,김천시,경북 김천시 신음동1302-5,054-435-2292
1005,cheogajip,인의황상점,경북,구미시,경북 구미시 여헌로14길 10,054-474-7940
1006,cheogajip,덕곡율곡점,경북,김천시,"경북 김천시 아포대로 22, 외2필지(덕곡동)",054-437-9992
1007,cheogajip,아포점,경북,김천시,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
1008,cheogajip,지좌점,경북,김천시,경북 김천시 황산2길 36 (지좌동),054-434-1919
1009,cheogajip,팔달점,대구광역시,서구,대구광역시 서구 서대구로68길 58(비산동),053-352-9959
1010,cheogajip,칠곡2지구점,대구광역시,북구,대구광역시 북구 구암동 684-5,053-326-9949
1011,cheogajip,태전점,대구광역시,북구,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
1012,cheogajip,회원1동점,경남,창원시,경남 창원시 마산회원구 회원동 29-15,055-244-0116
1013,cheogajip,합천점,경남,합천군,"경남 합천군 합천읍 옥산로 57-1, 1층",055-931-0388
1014,cheogajip,합성점,창원시,마산회원구,창원시 마산회원구 합성동 322-42,055-297-4406
1015,cheogajip,하동점,경남,하동군,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
1016,cheogajip,팔용점,창원시,의창구,창원시 의창구 팔용동 194-7 1층,055-297-9218
1017,cheogajip,태룡점,밀양시,단장면,밀양시 단장면 태룡리 407-5,055-356-0274
1018,cheogajip,칠원점,경남,함안군,경남 함안군 칠원읍 구성길 3,055-587-3037
1019,cheogajip,진성점,경남,진주시,"경남 진주시 진성면 동부로 1348, 2층",055-758-3236
1020,cheogajip,지산점,창원시,마산합포구,창원시 마산합포구 진북면 지산리 250-16,055-271-4348
1021,cheogajip,지곡점,경남,함양군,경남 함양군 지곡면 병곡지곡로 963-1,055-963-6050
1022,cheogajip,중앙점,경남,진주시,"경남 진주시 진주대로 1022-1, 1층(동성동)",055-747-7992
1023,cheogajip,주공점,경남,거제시,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",055-687-6333
1024,cheogajip,제일점,경상남도,밀양시,경상남도 밀양시 밀양대로 1781-1(삼문동),055-354-8592
1025,cheogajip,장평점,경남,거제시,경남 거제시 장평동 626-8,055-637-1950
1026,cheogajip,자은점,창원시,진해구,창원시 진해구 자은동 975-12 1층 102호,055-551-9991
1027,cheogajip,자산점,창원시,마산합포구,창원시 마산합포구 자산동 189-3,055-248-1581
1028,cheogajip,일반성점,경남,진주시,경남 진주시 일반성면 창촌리 47-1,055-754-6786
1029,cheogajip,위천점,경남,거창군,경남 거창군 위천면 장기리 418-18,055-942-6102
1030,cheogajip,웅천점,창원시,진해구,창원시 진해구 북부동 560-4 대풍연립 101,055-545-1996
1031,cheogajip,웅양점,경남,거창군,경남 거창군 웅양면 웅양로 1428,055-942-8858
1032,cheogajip,용현점,경상남도,사천시,경상남도 사천시 용현면 진삼로 626,055-832-7772
1033,cheogajip,용원점,경남,창원시,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,055-552-1881
1034,cheogajip,옥포점,경남,거제시,경남 거제시 옥포동 546-18,055-687-9292
1035,cheogajip,옥수점,경남,거제시,경남 거제시 능포동 717-2,055-681-9252
1036,cheogajip,안의점,경남,함양군,경남 함양군 안의면 금천리 160-5,055-962-0185
1037,cheogajip,신월점,경상남도,창원시,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)",055-264-9248
1038,cheogajip,신반점,경남,의령군,경남 의령군 부림면 신반리 168-9,055-574-7709
1039,cheogajip,수월점,경상남도,거제시,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)",055-636-9297
1040,cheogajip,수산점,경상남도,밀양시,경상남도 밀양시 하남읍 시서상가길 11,055-391-5008
1041,cheogajip,수동점,경남,함양군,경남 함양군 수동면 화산리 1201-6,055-963-2292
1042,cheogajip,서상점,경남,함양군,경남 함양군 서상면 서상로 263,055-963-8834
1043,cheogajip,상봉점,경남,진주시,경남 진주시 북장대로 81번길 11(상봉동),055-746-9253
1044,cheogajip,삼랑진점,경남,밀양시,경남 밀양시 삼랑진읍 만어로 8-4 1층,055-351-2305
1045,cheogajip,삼계점,창원시,마산회원구,창원시 마산회원구 내서읍 삼계리 637번지,055-232-9222
1046,cheogajip,삼가점,경남,합천군,경남 합천군 삼가면 삼가중앙길 21-18,055-932-9919
1047,cheogajip,산호점,경상남도,창원시,경상남도 창원시 마산합포구 산호남로 6(산호동),055-245-0272
1048,cheogajip,산청점,경상남도,산청군,경상남도 산청군 산청읍 친환경로 2668,055-973-7323
1049,cheogajip,사파점,경상남도,창원시,"경상남도 창원시 성산구 창이대로663번길 5, 102-1호(사파동,미남빌딩)",055-267-8889
1050,cheogajip,사곡점,경상남도,거제시,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",055-633-7060
1051,cheogajip,봉평점,경상남도,통영시,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)",055-644-9290
1052,cheogajip,반지점,창원시,성산구,"창원시 성산구 원이대로393번길 17-1 (반지동,2층)",055-237-9294
1053,cheogajip,반림점,창원시,성산구,창원시 성산구 중앙동 74-6 1층 B호,055-261-3266
1054,cheogajip,동천점,경남,남해군,경남 남해군 삼동면 동부대로 1235,055-867-7273
1055,cheogajip,동마산점,창원시,마산회원구,창원시 마산회원구 구암남3길 13(구암동),055-295-6422
1056,cheogajip,대산점,경상남도,함안군,경상남도 함안군 대산면 대산중앙로 214,055-582-8521
1057,cheogajip,대방점,창원시,성산구,"창원시 성산구 대정로 131 213(대방동,대방덕산타운상가 213호)",055-275-9917
1058,cheogajip,남해점,경남,남해군,경남 남해군 남해읍 화전로78번길 17,055-864-5894
1059,cheogajip,남면점,경남,남해군,경남 남해군 남면 남서대로 777,055-862-7574
1060,cheogajip,남.이동점,경남,남해군,경남 남해군 이동면 무림로 81-1,055-863-0840
1061,cheogajip,군북점,경남,함안군,경남 함안군 군북면 중암리 60-1,055-585-9200
1062,cheogajip,구조라점,경남,거제시,경남 거제시 일운면 구조라리 375,055-681-9797
1063,cheogajip,구암점,경상남도,창원시,경상남도 창원시 마산회원구 구암북2길 6(구암동),055-299-2450
1064,cheogajip,공단점,경남,진주시,경남 진주시 상평동 227 동국1차(아)상가 102,055-758-3534
1065,cheogajip,고현점,경상남도,거제시,경상남도 거제시 거제중앙로27길 15(고현동),055-635-7649
1066,cheogajip,거창점,경남,거창군,경남 거창군 거창읍 상림리 42-10,055-944-4776
1067,cheogajip,가야점,경남,함안군,경남 함안군 가야읍 도항리 95-1 1층,055-583-8021
1068,cheogajip,가곡점,경남,밀양시,경남 밀양시 가곡동 608-4,055-354-1628
1069,cheogajip,소주동점,경상남도,양산시,경상남도 양산시 대평들2길 17(주남동),055-362-2918
1070,cheogajip,양산명동점,경상남도,양산시,경상남도 양산시 신명동 7길 56(명동),055-362-3555
1071,cheogajip,평산점,경상남도,양산시,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)",055-386-9994
1072,cheogajip,덕계점,경상남도,양산시,경상남도 양산시 덕계2길 20(덕계동),055-363-9901
1073,cheogajip,무계점,경상남도,김해시,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",055-322-8886
1074,cheogajip,율하점,경상남도,김해시,"경상남도 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)",055-321-9288
1075,cheogajip,갑오점,경남,김해시,경남 김해시 장유면 대청리 332-4 대청프라자 A-218,055-332-7891
1076,cheogajip,주촌점,경남,김해시,경남 김해시 주촌면 서부로 1499번길 21,055-337-9240
1077,cheogajip,진례1호점,경상남도,김해시,경상남도 김해시 진례면 고모로 214,055-345-9989
1078,cheogajip,빙그레점,경남,김해시,경남 김해시 한림면 김해대로 914(가동),055-345-9957
1079,cheogajip,진영신도시점,경남,김해시,경남 김해시 진영읍 김해대로 365번길 18 105,055-342-6080
1080,cheogajip,김해명동점,경상남도,김해시,경상남도 김해시 한림면 명동로 7,055-345-2864
1081,cheogajip,생림점,경상남도,김해시,경상남도 김해시 생림면 생림대로 960,055-323-3980
1082,cheogajip,삼계점,경남,김해시,경남 김해시 가야로30번길 17(삼계동),055-332-9282
1083,cheogajip,외동점,경남,김해시,경남 김해시 외동 1246-3,055-335-4455
1084,cheogajip,부원점,경남,김해시,경남 김해시 가락로23번길7,055-322-9290
1085,cheogajip,어방점,경상남도,김해시,"경상남도 김해시 활천로 214번길5,101호(어방동,송대아트빌라)",055-327-8292
1086,cheogajip,삼방시장점,경상남도,김해시,경상남도 김해시 삼안로 237(삼방동),055-312-8255
1087,cheogajip,내원점,경남,양산시,경남 양산시 하북면 용연리 510-4,055-375-3692
1088,cheogajip,석계점,경상남도,양산시,경상남도 양산시 상북면 상북중앙로 349,055-374-7723
1089,cheogajip,어곡점,경남,양산시,경남 양산시 어곡동 9-3 외 4 필지 로얄파크빌상가 B09호,055-367-9298
1090,cheogajip,양산1호점,경남,양산시,경남 양산시 북부동 428-8,055-366-5592
1091,cheogajip,범어점,경남,양산시,경남 양산시 물금읍 동중1길 28,055-367-9494
1092,cheogajip,화도점,경기도,남양주시,경기도 남양주시 화도읍 비룡로 331,031-593-0808
1093,cheogajip,마석점,경기도,남양주시,경기도 남양주시 화도읍 마석로17번 안길 1-4,031-593-4045
1094,cheogajip,창현점,경기도,남양주시,"경기도 남양주시 화도읍 경춘로창벌2길 12, 1층",031-592-1441
1095,cheogajip,평내점,경기,남양주시,경기 남양주시 평내동 142,031-591-0993
1096,cheogajip,평내2호점,경기도,남양주시,경기도 남양주시 경춘로 1286 안길 3-5,031-595-8295
1097,cheogajip,도농점,경기도,남양주시,"경기도 남양주시 경춘로 386, 1층(도농동)",031-555-6009
1098,cheogajip,별내점,경기도,남양주시,경기도 남양주시 별내동 1023번지 104호,031-553-3311
1099,cheogajip,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 퇴계원로 78번길 1,031-572-1999
1100,cheogajip,사능점,경기도,남양주시,경기도 남양주시 진건읍 진건오남로 86번길 30,031-574-0505
1101,cheogajip,오남점,경기도,남양주시,"경기도 남양주시 오남읍 진건오남로512번길 23, 110호~111호",031-513-9292
1102,cheogajip,내각점,경기도,남양주시,경기도 남양주시 진접읍 내각2로 33,031-573-6221
1103,cheogajip,진접택지점,경기도,남양주시,경기도 남양주시 진접읍 해밀예당로23로 121,031-573-9888
1104,cheogajip,장현산호점,경기도,남양주시,경기도 남양주시 진접읍 금강로 1530-16(산호아파트상가 106호),031-571-5394
1105,cheogajip,광릉점,경기도,남양주시,경기도 남양주시 진접읍 부평로 42(진접센트레빌시티),031-515-1092
1106,cheogajip,광적점,경기도,양주시,경기도 양주시 광적면 가래비길 67,031-836-9191
1107,cheogajip,은현점,경기도,양주시,경기도 양주시 은현면 선암리 335-1,031-867-6966
1108,cheogajip,문산점,경기도,파주시,"경기도 파주시 문산읍 우계로 472, 1동 104호(두산위브상가)",031-953-9233
1109,cheogajip,봉일천점,경기도,파주시,경기도 파주시 조리읍 봉천로 18,031-941-0444
1110,cheogajip,교하점,경기도,파주시,"경기도 파주시 청석로 334, 102호(다율동, 청석마을동문굿모닝힐상가)",031-946-9955
1111,cheogajip,가좌대화점,경기도,고양시,경기도 고양시 일산서구 가좌1로 73,031-921-9249
1112,cheogajip,SBS점,경기도,고양시,"경기도 고양시 일산서구 일현로128, 103호",031-919-9201
1113,cheogajip,구일산점,경기도,고양시,경기도 고양시 일산서구 고양대로 706-25,031-977-9270
1114,cheogajip,정발산점,경기도,일산동구,경기도 일산동구 산두로 213번길,031-916-9043
1115,cheogajip,풍동점,경기도,고양시,경기도 고양시 일산동구 숲속마을1로 48번길 42 103호,031-904-8592
1116,cheogajip,백석점,경기,고양시,경기 고양시 일산동구 강촌로 144,031-908-9292
1117,cheogajip,원당점,경기도,고양시,경기도 고양시 덕양구 마상로154번길 2(성사동),031-968-9892
1118,cheogajip,고양점,경기도,고양시,경기도 고양시 덕양구 혜음로 8 삼라마이다스프라자 112호,031-966-6692
1119,cheogajip,사리현점,경기도,고양시,경기도 고양시 일산동구 공릉천로 32,031-969-9555
1120,cheogajip,화정부영점,경기도,고양시,경기도 고양시 덕양구 화중로 220 달빛마을 ,031-968-3392
1121,cheogajip,별빛점,경기도,고양시,경기도 고양시 덕양구 화정동 화신로 2811,031-972-3392
1122,cheogajip,화정주공점,경기도,고양시,"경기도 고양시 덕양구 백양로 6, 17단지 상가 101호",031-938-0404
1123,cheogajip,가라뫼점,경기도,고양시,경기도 고양시 덕양구 행신로 311번길 16,031-978-9277
1124,cheogajip,원흥점,경기도,고양시,"경기도 고양시 덕양구 서삼릉1길 70, 1층일부(원흥동)",031-965-9292
1125,cheogajip,삼송리점,경기도,고양시,경기도 고양시 삼송로 185번길 4,02-381-1188
1126,cheogajip,구리점,경기도,구리시,경기도 구리시 원수택로 47-1,031-562-8292
1127,cheogajip,청학점,경기도,남양주시,경기도 남양주시 별내면 청학로68번길 23-1 상가 101호,031-821-7766
1128,cheogajip,민락2호점,경기도,의정부시,경기도 의정부시 오목로225번길 79-16 1층(민락동),031-853-8321
1129,cheogajip,민락점,경기도,의정부시,경기도 의정부시 효자로 10-0 송산중앙 112호,031-852-9188
1130,cheogajip,금오점,경기도,의정부시,경기도 의정부시 추동로94,031-847-9222
1131,cheogajip,의정부5호점,경기도,의정부시,경기도 의정부시 경의로 86(의정부동),031-876-3737
1132,cheogajip,가능점,경기도,의정부시,경기도 의정부시 호국로 1188,031-873-8666
1133,cheogajip,녹양점,경기도,의정부시,경기도 의정부시 녹양로 62번길 31,031-874-5895
1134,cheogajip,용문점,경기도,양평군,경기도 양평군 용문면 중앙1길 21,031-774-5420
1135,cheogajip,양수리점,경기도,양평군,경기도 양평군 양서면 목왕로 19-1 1층,031-772-7974
1136,cheogajip,설악점,경기도,가평군,"경기도 가평군 설악면 신천중앙로 137-1, 1층",031-585-1282
1137,cheogajip,청평점,경기도,가평군,경기도 가평군 청평면 청평중앙로 64,031-585-8960
1138,cheogajip,가평점,경기도,가평군,"경기도 가평군 가평읍 가화로 133, 1층",031-582-9191
1139,cheogajip,현리점,경기도,가평군,경기도 가평군 하면 청군로 1185,031-585-2567
1140,cheogajip,호원점,경기도,의정부시,경기도 의정부시 호원동 454-14,031-871-7959
1141,cheogajip,장암점,경기도,의정부시,"경기도 의정부시 동일로 466번길 70, 1층 106호(신곡동)",031-848-5592
1142,cheogajip,신곡점,경기도,의정부시,경기도 의정부시 장금로78번길 49(신곡동),031-856-8286
1143,cheogajip,송우리점,경기도,포천시,경기도 포천시 소흘읍 태봉로 166번길 5,031-554-9696
1144,cheogajip,가산점,경기도,포천시,경기도 포천시 가산면 가산로 370,031-543-0575
1145,cheogajip,포천점,경기도,포천시,경기도 포천시 호병로 55,031-535-9292
1146,cheogajip,관인점,경기도,포천시,경기도 포천시 관인면 관인로 21,031-534-9555
1147,cheogajip,전곡점,경기도,연천군,경기도 연천군 전곡읍 전곡로 216,031-832-9942
1148,cheogajip,상패점,경기도,동두천시,경기도 동두천시 상패로 186,031-865-1102
1149,cheogajip,동두천1호점,경기도,동두천시,경기도 동두천시 지행로107번길 29(지행동),031-865-9994
1150,cheogajip,동두천2호점,경기도,동두천시,"경기도 동두천시 동두천로63, 1층 102호(송내동, 상가동)",031-858-9252
1151,cheogajip,덕정점,경기도,양주시,경기도 양주시 덕정길 50 가-1 4필지,031-858-9297
1152,cheogajip,삼숭점,경기도,양주시,경기도 양주시 삼숭로38번길 102,031-846-9294
1153,cheogajip,월곶군하점,경기도,김포시,경기도 김포시 월곶면 군하리 170번지,032-997-1195
1154,cheogajip,대곶점,경기도,김포시,경기도 김포시 대곶면 송마리 3-18,031-984-9288
1155,cheogajip,대능점,경기도,김포시,경기도 김포시 대곶면 대능리 150-1,031-997-9242
1156,cheogajip,구래점,김포시,김포,김포시 김포 한강9로 12번길 8-6 (구래동 6896-14),031-996-3392
1157,cheogajip,김포장기점,경기도,김포시,경기도 김포시 장기동 1407,031-989-9242
1158,cheogajip,사우북변점,경기도,김포시,경기도 김포시 사우동 225-3 103호,031-983-9208
1159,cheogajip,풍무점,경기도,김포시,경기도 김포시 풍무동 629 1층 103호,031-983-3889
1160,cheogajip,평택태평점,경기도,평택시,경기도 평택시 고덕면 궁리 75,031-664-5548
1161,cheogajip,평택세교점,경기도,평택시,경기도 평택시 세교2로 45 상가 109,031-656-9366
1162,cheogajip,장안점,경기도,평택시,경기도 평택시 추담로 58-78,031-665-8842
1163,cheogajip,현대점,경기도,평택시,경기도 평택시 이충동 381 현대상가 103호,031-663-9959
1164,cheogajip,지산서정점,경기도,평택시,경기도 평택시 서정동 799-2,031-667-8253
1165,cheogajip,고현점,경기도,오산시,경기도 오산시 고현동 17,031-378-8292
1166,cheogajip,누읍점,경기도,오산시,경기도 오산시 누읍로 20,031-373-9282
1167,cheogajip,궐동점,경기도,오산시,경기도 오산시 궐동 673-1 1층 (616-6),031-372-8998
1168,cheogajip,오산세교점,경기도,오산시,경기도 오산시 수청동589-2,031-378-6606
1169,cheogajip,오산은계점,경기도,오산시,경기도 오산시 은계동 33-3,031-377-9245
1170,cheogajip,금호점,경기도,수원시,경기도 수원시 권선구 금호로 28,031-891-1515
1171,cheogajip,서수원점,경기도,수원시,경기도 수원시 권선구 구운동 525-4,031-291-7885
1172,cheogajip,송죽조원점,경기도,수원시,경기도 수원시 장안구 송죽동 500,031-245-6966
1173,cheogajip,화서점,경기도,수원시,경기도 수원시 팔달구 화서동 184-348,031-247-5754
1174,cheogajip,권선점,경기도,수원시,경기도 수원시 권선동 1028-6번지,031-222-8202
1175,cheogajip,곡반정점,경기도,수원시,경기도 수원시 권선구 곡반정동 569-16,031-222-9799
1176,cheogajip,매탄점,경기도,수원시,경기도 수원시 영통구 매탄동 196-79,031-212-2457
